USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
uzair      18903  0.1  0.9 34150260 74876 ?      Sl   18:49   0:01 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=18877 --enable-crash-reporter=7c94313b-7b72-4391-9c67-8b0744821747,no_channel --user-data-dir=/home/uzair/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,431994809974500114,9094865149050123885,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
uzair      18938 28.0  7.1 1480430892 556196 ?   Rl   18:49   3:36 /usr/share/antigravity/antigravity --type=zygote
uzair      18981  0.1  1.3 1476862064 105620 ?   Sl   18:49   0:01 /usr/share/antigravity/antigravity --type=zygote
uzair      19070  0.6  1.3 1461545032 102760 ?   Sl   18:49   0:05 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=18877 --enable-crash-reporter=7c94313b-7b72-4391-9c67-8b0744821747,no_channel --user-data-dir=/home/uzair/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,431994809974500114,9094865149050123885,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
uzair      19086  0.6  1.3 1461589080 103548 ?   Sl   18:49   0:05 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=18877 --enable-crash-reporter=7c94313b-7b72-4391-9c67-8b0744821747,no_channel --user-data-dir=/home/uzair/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,431994809974500114,9094865149050123885,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
root       19116  0.0  0.0      0     0 ?        I    18:49   0:00 [kworker/1:1-i915-unordered]
uzair      19922  0.0  0.7 34178144 59632 ?      Sl   18:49   0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=18877 --enable-crash-reporter=7c94313b-7b72-4391-9c67-8b0744821747,no_channel --user-data-dir=/home/uzair/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,431994809974500114,9094865149050123885,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
root       20013  0.9  0.0      0     0 ?        I    18:49   0:07 [kworker/u32:4-flush-btrfs-1]
uzair      20259  0.2  1.2 1461564440 99600 ?    Sl   18:50   0:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=18877 --enable-crash-reporter=7c94313b-7b72-4391-9c67-8b0744821747,no_channel --user-data-dir=/home/uzair/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,431994809974500114,9094865149050123885,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
uzair      20270  2.4  2.6 1461565980 209248 ?   Sl   18:50   0:16 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=18877 --enable-crash-reporter=7c94313b-7b72-4391-9c67-8b0744821747,no_channel --user-data-dir=/home/uzair/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,431994809974500114,9094865149050123885,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
uzair      20295  0.0  0.0      0     0 ?        Z    18:50   0:00 [sh] <defunct>
uzair      20393  0.0  0.0 234248  5564 pts/1    Ss+  18:50   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
uzair      20396  1.7  2.8 4804764 221684 ?      Sl   18:50   0:12 /usr/share/antigravity/resources/app/extensions/antigravity/bin/language_server_linux_x64 --enable_lsp --extension_server_port 33535 --csrf_token c8191871-50e5-45a3-80f9-c8475df3ecc1 --random_port --workspace_id file_home_uzair_gemini_antigravity_scratch_habit_tracker --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --app_data_dir antigravity --parent_pipe_path /tmp/server_e357bb425334eb35
uzair      20700  0.0  1.2 1459544164 98548 ?    Sl   18:51   0:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=20270
root       20715  0.0  0.0      0     0 ?        I    18:51   0:00 [kworker/u32:7-btrfs-endio-write]
root       20722  0.1  0.0      0     0 ?        I    18:51   0:00 [kworker/2:1-i915-unordered]
root       20726  0.0  0.0      0     0 ?        I    18:51   0:00 [kworker/4:1-cgroup_free]
root       20766  0.0  0.0      0     0 ?        I    18:52   0:00 [kworker/6:0]
uzair      20767  0.0  0.0 234248  6624 pts/2    Ss+  18:52   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       20990  0.0  0.0      0     0 ?        I    18:52   0:00 [kworker/3:0-events]
uzair      21121  0.0  0.0 234248  6688 pts/3    Ss+  18:52   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
uzair      21458  0.1  1.2 1459576948 97784 ?    Sl   18:53   0:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=20270
uzair      21606  0.4  1.7 1459544232 137480 ?   Sl   18:54   0:02 /usr/share/antigravity/antigravity --max-old-space-size=3072 /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /tmp/vscode-typescript1000/e4d8167cbfb6fe856ae4/tscancellation-b623b15196cd00b8c71b.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
uzair      21607  0.9  2.3 1459544168 183984 ?   Sl   18:54   0:04 /usr/share/antigravity/antigravity --max-old-space-size=3072 /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /tmp/vscode-typescript1000/e4d8167cbfb6fe856ae4/tscancellation-631b17e63cf2fca9d846.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
uzair      21622  0.1  1.5 1459544228 122728 ?   Sl   18:54   0:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/uzair/.cache/typescript/5.9 --enableTelemetry --typesMapLocation /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
uzair      21712  0.0  0.0 234248  6760 pts/4    Ss+  18:54   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
uzair      21756  0.2  1.0 609904 80228 ?        Sl   18:54   0:01 /bin/python /var/home/uzair/.antigravity/extensions/ms-python.python-2025.20.1-universal/python_files/run-jedi-language-server.py
uzair      21886  0.0  0.4 269088 35268 ?        S    18:54   0:00 /bin/python /var/home/uzair/.antigravity/extensions/ms-python.python-2025.20.1-universal/python_files/lib/jedilsp/jedi/inference/compiled/subprocess/__main__.py /var/home/uzair/.antigravity/extensions/ms-python.python-2025.20.1-universal/python_files/lib/jedilsp 3.14.2
root       21959  0.0  0.0      0     0 ?        I    18:54   0:00 [kworker/7:0-events]
root       22323  0.0  0.0      0     0 ?        I    18:57   0:00 [kworker/2:0-i915-unordered]
root       22406  0.0  0.0  16936  7532 ?        S    18:58   0:00 systemd-nsresourcework: waiting...
root       22407  0.0  0.1  17208  7824 ?        S    18:58   0:00 systemd-userwork: waiting...
root       22408  0.0  0.1  17208  8072 ?        S    18:58   0:00 systemd-userwork: waiting...
root       22409  0.0  0.0  16936  7508 ?        S    18:58   0:00 systemd-nsresourcework: waiting...
root       22410  0.0  0.1  17208  7828 ?        S    18:58   0:00 systemd-userwork: waiting...
root       22411  0.0  0.0  16936  7504 ?        S    18:58   0:00 systemd-nsresourcework: waiting...
root       22412  0.0  0.0  16936  7688 ?        S    18:58   0:00 systemd-nsresourcework: waiting...
root       22413  0.0  0.0  16936  7596 ?        S    18:58   0:00 systemd-nsresourcework: waiting...
root       22465  0.0  0.0      0     0 ?        I    18:59   0:00 [kworker/6:1-i915-unordered]
root       22473  0.0  0.0      0     0 ?        I    18:59   0:00 [kworker/3:1]
root       22523  0.0  0.0      0     0 ?        I    18:59   0:00 [kworker/4:2]
uzair      22579  0.0  0.0 234252  6648 pts/5    Ss   19:00   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       22783  0.0  0.0      0     0 ?        I    19:00   0:00 [kworker/1:0]
root       22911  0.0  0.0      0     0 ?        I    19:00   0:00 [kworker/5:0-events]
root       23005  0.0  0.0      0     0 ?        I    19:01   0:00 [kworker/0:1]
uzair      23157  0.7  0.1 246188 14036 pts/5    S    19:02   0:00 python3 setup_db.py
uzair      23234  2.8  1.2 1278324 96200 pts/5   Sl   19:02   0:00 /usr/bin/mysqld --datadir=/var/home/uzair/.gemini/antigravity/scratch/habit_tracker/data_p --port=3307 --socket=/var/home/uzair/.gemini/antigravity/scratch/habit_tracker/data_p/mysql.sock --pid-file=/var/home/uzair/.gemini/antigravity/scratch/habit_tracker/data_p/mysqld.pid --bind-address=127.0.0.1
uzair      23262 66.6  0.1 244296 12224 pts/5    S+   19:02   0:00 python3 debug_ps.py
uzair      23263  100  0.0 234832  5004 pts/5    R+   19:02   0:00 ps aux
